component_name,phrase,reps,phrase_component_tickets,phrase_len,reps_total,phrase_tickets,iam_users_count,tickets_per_component,importance,precision,recall,f1,row
string,string,int64,int64,int32,int64,int64,int64,int64,double,double,double,double,int32
billing.trial,ввести промокод,27,26,2,38,34,33,2284,0.7105263157894737,0.7647058823529411,0.01138353765323993,0.02243313201035375,1
billing.trial,начать проходить,11,11,2,17,14,14,2284,0.6470588235294118,0.7857142857142857,0.004816112084063047,0.009573542210617928,14
billing.trial,промокод который,14,14,2,19,18,18,2284,0.7368421052631579,0.7777777777777778,0.006129597197898424,0.01216333622936577,7
certificate manager,домен certificate,11,10,2,25,14,12,139,0.44,0.7142857142857143,0.07194244604316546,0.13071895424836602,14
certificate manager,удалить сертификат,11,7,2,18,7,7,139,0.6111111111111112,1,0.050359712230215826,0.09589041095890412,15
certificate manager,выпустить сертификат,6,6,2,8,6,6,139,0.75,1,0.04316546762589928,0.08275862068965519,20
certificate manager,сертификат certificate,15,13,2,26,15,14,139,0.5769230769230769,0.8666666666666667,0.09352517985611511,0.16883116883116883,7
certificate manager,certificate manager,100,58,2,181,73,63,139,0.5524861878453039,0.7945205479452054,0.4172661870503597,0.5471698113207548,1
certificate manager,сервис certificate,8,7,2,13,8,7,139,0.6153846153846154,0.875,0.050359712230215826,0.09523809523809523,16
certificate manager,сертификат let,20,16,2,27,16,15,139,0.7407407407407407,1,0.11510791366906475,0.20645161290322583,3
cli,list endpoints,6,5,2,12,6,5,253,0.5,0.8333333333333334,0.019762845849802372,0.03861003861003861,4
cli,webclient,6,4,1,13,5,5,253,0.46153846153846156,0.8,0.015810276679841896,0.031007751937984492,8
cli,get list,6,5,2,14,6,5,253,0.42857142857142855,0.8333333333333334,0.019762845849802372,0.03861003861003861,3
cli,cli добрый,19,19,2,44,27,26,253,0.4318181818181818,0.7037037037037037,0.07509881422924901,0.1357142857142857,1
cli,use client trace,5,5,3,12,7,7,253,0.4166666666666667,0.7142857142857143,0.019762845849802372,0.038461538461538464,5
cli,cli windows,4,4,2,6,5,5,253,0.6666666666666666,0.8,0.015810276679841896,0.031007751937984492,7
cli,установка cli,13,11,2,17,13,13,253,0.7647058823529411,0.8461538461538461,0.043478260869565216,0.08270676691729323,2
cli,yandexcloud install bash,5,5,3,12,7,7,253,0.4166666666666667,0.7142857142857143,0.019762845849802372,0.038461538461538464,6
compute,квота cores,131,121,2,341,143,113,9387,0.3841642228739003,0.8461538461538461,0.01289016725258336,0.02539349422875131,18
compute,cores external,118,116,2,348,137,114,9387,0.3390804597701149,0.8467153284671532,0.012357515713220411,0.024359512809743803,20
compute,квота compute,155,140,2,439,182,140,9387,0.3530751708428246,0.7692307692307693,0.014914243102162566,0.029261155815654718,13
compute,count network,210,165,2,621,203,155,9387,0.33816425120772947,0.812807882,0.01757750079897731,0.03441084462982273,11
